eo_id,chunk_id,chunk_length,chunk_text
14297,23,18,general provisions
14297,24,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14297,25,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14297,26,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14297,27,121,d the department of health and human services shall provide funding for publication of this order in the federal register
14294,1,62,fighting overcriminalization in federal regulations  section 1
14294,2,7,purpose
14294,3,46,the united states is drastically overregulated
14294,4,160,the code of federal regulations contains over 48000 sections stretching over 175000 pagesfar more than any citizen can possibly read let alone fully under stand
14294,5,60,worse many carry potential criminal penalties for violations
14294,6,300,the situation has become so dire that no onelikely including those charged with enforcing our criminal laws at the department of justiceknows how many separate criminal offenses are contained in the code of federal regula tions with at least one source estimating hundreds of thousands of such crimes
14294,7,147,many of these regulatory crimes are strict liability offenses mean ing that citizens need not have a guilty mental state to be convicted of a crime
14294,8,36,this status quo is absurd and unjust
14294,9,75,it allows the executive branch to write the law in addition to executing it
14294,10,129,that situation can lend itself to abuse and weaponization by providing government officials tools to target unwitting individuals
14294,11,175,it privileges large corporations which can afford to hire expensive legal teams to navigate complex regulatory schemes and fence out new market entrants over average americans
14294,12,197,the purpose of this order is to ease the regulatory burden on everyday americans and ensure no american is transformed into a criminal for vio lating a regulation they have no reason to know exists
14294,13,6,policy
14294,14,111,it is the policy of the united states that a criminal enforcement of criminal regulatory offenses is disfavored
14294,15,248,b prosecution of criminal regulatory offenses is most appropriate for persons who know or can be presumed to know what is prohibited or required by the regulation and willingly choose not to comply thereby causing or risking substantial public harm
14294,16,146,prosecutions of criminal regu latory offenses should focus on matters where a putative defendant is alleged to have known his conduct was unlawful
14294,17,68,c strict liability offenses are generally disfavored united states v
14294,18,30,united states gypsum co 438 us
14294,19,12,422 438 1978
14294,20,229,where enforcement is appropriate agencies should consider civil rather than criminal enforce ment of strict liability regulatory offenses or if appropriate and consistent with due process and the right to jury trial see jarkesy v
14294,21,41,securities and exchange commission 603 us
14294,22,35,109 2024 administrative enforcement
14294,23,232,d agencies promulgating regulations potentially subject to criminal en forcement should explicitly describe the conduct subject to criminal enforce ment the authorizing statutes and the mens rea standard applicable to those offenses
14294,24,11,definitions
14294,25,344,for purposes of this order a agency has the meaning given to executive agency in section 105 of title 5 united states code b criminal regulatory offense means a federal regulation that is enforce able by a criminal penalty and c mens rea means the state of mind that by law must be proven to convict a particular defendant of a particular crime
14294,26,38,report on criminal regulatory offenses
14294,27,521,a within 365 days of the date of this order the head of each agency in consultation with the attorney general shall provide to the director of the office of management and budget omb a report containing i a list of all criminal regulatory offenses enforceable by the agency or the department of justice and ii for each criminal regulatory offense identified in subsection ai of this section the range of potential criminal penalties for a violation and the applicable mens rea standard for the criminal regulatory offense
14294,28,195,b at the same time the head of each agency provides to the director of omb the report required by subsection a of this section the agency head shall publicly post the report on its agency webpage
14294,29,134,c the head of each agency shall periodically but not less than once a year update the report described in subsection a of this section
14294,30,153,d criminal enforcement of any criminal regulatory offense not identified in the report described in subsection a of this section is strongly discour aged
14294,31,251,the head of each agency shall consider whether a criminal regulatory offense is included in an agencys public report when considering whether to make a criminal referral to the department of justice or where applicable to the agencys inspector general
14294,32,227,further the attorney general shall con sider whether a criminal regulatory offense is included in an agencys public report before initiating an investigation or initiating criminal proceedings for violating regulatory standards
14294,33,33,promoting regulatory transparency
14294,34,330,a following issuance of this order all future notices of proposed rulemaking nprms and final rules published in the federal register the violation of which may constitute criminal regulatory offenses should include a statement identifying that the rule or proposed rule is a criminal regulatory offense and the authorizing statute
14294,35,84,agencies should draft this statement in consultation with the depart ment of justice
14294,36,317,b the regulatory text of all nprms and final rules with criminal con sequences published in the federal register after the date of this order should explicitly state a mens rea requirement for each element of a criminal regulatory offense accompanied by citations to the relevant provisions of the authorizing statute
14294,37,62,c strict liability criminal regulatory offenses are disfavored
14294,38,411,any proposed or final criminal regulatory offense that includes a strict liability mens rea for the offense shall be treated as a significant regulatory action and submitted to the administrator of the office of information and regulatory affairs for the review applicable to significant regulatory actions under executive order 12866 of september 30 1993 regulatory planning and review or any successor process
14294,39,49,default mens rea for criminal regulatory offenses
14294,40,302,a the head of each agency in consultation with the attorney general shall examine the agencys statutory authorities and determine whether there is authority to adopt a background mens rea standard for criminal regulatory offenses that applies unless a specific regulation states an alternative mens rea
14294,41,394,b within 30 days of the submission of the report described in section 4a of this order the head of each agency in consultation with the attorney general shall submit a report to the director of omb summarizing the information submitted under section 4a of this order and assessing whether the applicable mens rea standards for criminal regulatory offenses enforced by the agency are appropriate
14294,42,406,if consistent with the statutory authorities identified pursuant to the review described in subsection a of this section the report should present a plan for changing the applicable mens rea standards and adopting a generally applicable background mens rea standard and provide a justification for each criminal regulatory offense for which the agency proposes to deviate from its default mens rea standard
14294,43,51,agency referrals for potential criminal enforcement
14294,44,215,within 45 days of the date of this order and in consultation with the attorney general each agency should publish guidance in the federal register describing its plan to address criminally liable regulatory offenses
14294,45,703,each agencys guid ance should make clear that when the agency is deciding whether to refer alleged violations of criminal regulatory offenses to the department of justice the agency should consider factors such as a the harm or risk of harm pecuniary or otherwise caused by the alleged offense b the potential gain to the putative defendant that could result from the offense c whether the putative defendant held specialized knowledge expertise or was licensed in an industry related to the rule or regulation at issue and d evidence if any is available of the putative defendants general aware ness of the unlawfulness of his conduct as well as his knowledge or lack thereof of the regulation at issue
14294,46,65,effect on immigration enforcement and national security functions
14294,47,227,nothing in this order shall apply to the enforcement of the immigration laws or regulations promulgated to implement such laws nor shall it apply to the enforcement of laws or regulations related to national security or defense
14294,48,18,general provisions
14294,49,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14294,50,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14294,51,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14295,1,70,increasing efficiency at the office of the federal register  section 1
14295,2,7,purpose
14295,3,57,deregulation is a critical priority for my administration
14295,4,116,we will foster prosperity by freeing americans from the heavy burden of federal regulations accumulated over decades
14295,5,207,although the decision about which regulations to eliminate is sometimes complex the administra tive process of removing a regulation from the code of federal regulations through a rulemaking should be simple
14295,6,9,it is not
14295,7,118,the office of the federal register frequently takes days or in some cases even weeks to publish new regulatory actions
14295,8,25,such delay is unwarranted
14295,9,145,the office of the federal register receives final documents that are fully executed by the relevant decisionmakersall that remains is publication
14295,10,142,yet despite those delays executive departments and agencies are charged 151174 per column of text to publish each rule in the federal register
14295,11,92,these inefficiencies inhibit my administrations deregulatory agenda and waste taxpayer money
14295,12,45,increasing efficiency in the federal register
14295,13,304,a the archivist of the united states archivist acting through the office of the federal register shall work with the director of the government publishing office to reduce publication delays to the greatest extent feasible including by modernizing computer systems and eliminating unnecessary bureaucracy
14295,14,262,b within 15 days of the date of this order the archivist acting through the office of the federal register shall submit a report to the director of the office of management and budget omb reflecting average publication times for different categories of documents
14295,15,394,c within 45 days of the date of this order the archivist acting through the office of the federal register shall review the fee schedules for publica tion in the federal register and working with the director of the government publishing office take steps to ensure that fees are based on the actual costs of publication and account for increased efficiencies achieved as a result of this order
14295,16,219,the archivist acting through the office of the federal register shall promptly file a report with the director of omb calculating the percentage difference in fees between any proposed new fee schedule and the prior one
14295,17,348,d no later than august 22 2025 the archivist acting through the office of the federal register shall submit a second report to the director of omb reflecting average publication times between july 15 2025 and august 15 2025 for the same categories of documents on which the office of the federal register reported under subsection b of this section
14295,18,18,general provisions
14295,19,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14295,20,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14295,21,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14295,22,108,d the costs for publication of this order shall be borne by the national archives and records administration
14296,1,99,keeping promises to veterans and establishing a national center for warrior independence  section 1
14296,2,18,purpose and policy
14296,3,86,our nations security prosperity and freedom would not be possible without our veterans
14296,4,48,many service members paid the ultimate sacrifice
14296,5,64,many others bear visible and invisible wounds from their service
14296,6,41,too many veterans are homeless in america
14296,7,35,each veteran deserves our gratitude
14296,8,83,yet the federal government has not always treated veterans like the heroes they are
14296,9,185,during the previous administration unaccountable bureaucrats treated them shamefully failing veterans when they needed help most and betraying the taxpayers who rightfully expect better
14296,10,98,the story of the west los angeles veterans affairs va medical center is indicative of this failure
14296,11,237,more than one hundred years ago senator john percival jones and arcadia bandini de stearns baker generously donated hundreds of acres of land that they owned in west los angeles on the condition that it be used to house disabled veterans
14296,12,214,the campus once featured a chapel billiard hall 1000seat theater and housed about 6000 veterans but the federal government has since allowed this crown jewel of veteran care to deteriorate over the last few decades
14296,13,224,the department of veterans affairs department leased parts of the property to a private school private companies and the baseball team of the university of california los angeles sometimes at significantly belowmarket prices
14296,14,189,as of 2024 there were approximately 3000 homeless veterans in los angeles more than in any other city in the country and accounting for about 10 percent of all of americas homeless veterans
14296,15,249,many of these heroes live in squalor in los angeless infamous skid row during my first term i signed legislation to increase accountability and expand benefits and choices for veterans in accessing care and my second term will build on those efforts
14296,16,44,accountability will return to the department
14296,17,79,veterans around the nation will have more choices in care benefits and services
14296,18,173,the va campus in west los angeles will become the national center for warrior independence with facilities and resources to help our veterans earn back their selfsufficiency
14296,19,57,establishing the national center for warrior independence
14296,20,1504,the secretary of veterans affairs secretary shall take all appropriate action to a designate a national center for warrior independence on the west los angeles va campus in which homeless veterans in the los angeles metropolitan area and around the nation can seek and receive the care benefits and services to which they are entitled b work with other municipalities and va facilities to ensure that homeless veterans outside the los angeles metropolitan area who want to avail them selves of the national center for warrior independence are provided the means to do so c in coordination with the secretary of health and human services the secretary of housing and urban development and the heads of any other relevant executive departments or agencies ensure that funds that may have been spent on housing or other services for illegal aliens are redirected to construct establish and maintain this national center for warrior independence d work to restore selfsufficiency and the warrior ethos among homeless veterans through any guidance requirements or services needed to ensure that homeless veterans can access housing receive substance abuse or addic tion treatment and return to productive work and community engagement and e within 120 days of the date of this order present an action plan to  through the assistant to for domestic policy to meet these directives and restore the capacity to house up to 6000 homeless veterans at the national center for warrior independence by janu ary 1 2028
14296,21,15,voucher program
14296,22,216,the secretary of housing and urban development shall in consultation with the secretary use vouchers to support homeless veterans in the los angeles metropolitan area and around the nation with respect to this effort
14296,23,62,restoring accountability at the department of veterans affairs
14296,24,614,the secretary shall take the following steps to restore accountability and excellent service at the department a take appropriate action against individuals who have committed mis conduct making full use of and in accordance with the department of veterans affairs accountability and whistleblower protection act of 2017 public law 11541 and b investigate and take steps to rectify the previous administrations deci sion to rehire and reinstate back pay for employees previously fired for misconduct and direct such savings back toward care benefits and services for veterans in accordance with all applicable laws
14296,25,44,providing choices and excellence to veterans
14296,26,1433,the secretary shall take steps to increase the excellence of and options for care benefits and services for veterans including a within 60 days of the date of this order submitting a report to  through the assistant to for domestic policy with a plan to reduce wait times for veterans health administration appointments that explores options like expanding office hours offering weekend appoint ments and increasing the use of virtual healthcare options b within 30 days of the date of this order directing a feasibility study at the manchester va medical center and within 180 days of this order submitting to  through the assistant to for domes tic policy an action plan to expand services to support a fullservice medical center in new hampshire so that it is no longer the only state in the contiguous united states without such a center and c in consultation with the secretary of defense the director of the office of management and budget and the assistant to for domestic policy developing a strategy to improve the delivery and quality of the departments healthcare services in a more efficient and effective manner to support veterans the strategy shall initially prioritize implementa tion of actions to reduce access times and improve service delivery to include options for offering treatment to veterans at select military treatment facilities and military beneficiaries at va facilities with appropriate reim bursement
14296,27,18,general provisions
14296,28,294,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14296,29,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14296,30,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14296,31,110,d the department of veterans affairs shall provide funding for this orders publication in the federal register
14292,1,67,improving the safety and security of biological research  section 1
14292,2,7,purpose
14292,3,144,dangerous gainoffunction research on biological agents and pathogens has the potential to significantly endanger the lives of amer ican citizens
14292,4,176,if left unrestricted its effects can include widespread mortality an impaired public health system disrupted american livelihoods and di minished economic and national security
14292,5,130,the biden administration allowed dangerous gainoffunction research with in the united states with insufficient levels of oversight
14292,6,231,it also actively approved through the national institutes of health federal lifescience research funding in china and other countries where there is limited united states oversight or reasonable expectation of biosafety enforcement
14292,7,207,this recklessness if unaddressed may lead to the proliferation of research on pathogens and potential pathogens in settings without adequate safe guards even after covid19 revealed the risk of such practices
14292,8,6,policy
14292,9,185,it is the policy of the united states to ensure that united states federally funded research benefits american citizens without jeopard izing our nations security strength or prosperity
14292,10,235,my administration will balance the prevention of catastrophic consequences with maintaining readi ness against biological threats and driving global leadership in biotechnology biological countermeasures biosecurity and health research
14292,11,38,stop dangerous gainoffunction research
14292,12,661,a the director of the office of science and technology policy ostp in coordination with the director of the office of management and budget and the assistant to for national security affairs apnsa and in consultation with the secretary of health and human services and the heads of other relevant executive departments and agencies agencies identified by the director of ostp shall establish guidance for the heads of relevant agencies to the extent consistent with the terms and conditions of the funding to immediately i end federal funding of dangerous gainoffunction research conducted by foreign entities in countries of concern eg china pursuant to 42 usc
14292,13,566,6627c or in other countries where there is not adequate oversight to ensure that the countries are compliant with united states oversight standards and policies and ii end federal funding of other lifescience research that is occurring in countries of concern or foreign countries where there is not adequate oversight to ensure that the countries are compliant with united states oversight standards and policies and that could reasonably pose a threat to public health public safety and economic or national security as determined by the heads of relevant agencies
14292,14,565,b the director of ostp in coordination with the director of the office of management and budget and the apnsa and in consultation with the secretary of health and human services and the heads of other relevant agencies shall establish guidance for the secretary of health and human services and the heads of other relevant agencies with respect to suspension of federally funded dangerous gainoffunction research pursuant to the terms and conditions of the relevant research funding at least until the completion of the policy called for in section 4a of this order
14292,15,161,heads of agencies shall report any exception to a suspension to the director of ostp for review in consultation with the apnsa and the heads of relevant agencies
14292,16,53,secure future research through commonsense frameworks
14292,17,84,a with in 120 days of the date of this order the director of ostp pursuant to 42 usc
14292,18,833,6627 and in coordination with the apnsa and the heads of relevant agencies shall revise or replace the 2024 united states govern ment policy for oversight of dual use research of concern and pathogens with enhanced pandemic potential to i strengthen topdown independent oversight increase accountability through enforcement audits and improved public transparency and clear ly define the scope of covered research while ensuring the united states remains the global leader in biotechnology biological countermeasures and health research ii incorporate enforcement mechanisms including those described in section 7 of this order into federal funding agreements to ensure compli ance with all federal policies governing dangerous gainoffunction re search and iii provide for review and revision at least every 4 years or as appropriate
14292,19,473,b within 90 days of the date of this order the director of ostp in coordination with the apnsa and the heads of relevant agencies shall revise or replace the 2024 framework for nucleic acid synthesis screening framework to ensure it takes a commonsense approach and effectively encourages providers of synthetic nucleic acid sequences to implement com prehensive scalable and verifiable synthetic nucleic acid procurement screening mechanisms to minimize the risk of misuse
14292,20,194,the heads of all agencies that fund lifescience research shall ensure that synthetic nucleic acid procurement is conducted through providers or manufacturers that adhere to the updated framework
14292,21,125,to ensure compliance the updated frame work shall incorporate the enforcement mechanisms described in section 7 of this order
14292,22,84,the framework shall be reviewed and revised at least every 4 years or as appropriate
14292,23,57,manage risks associated with nonfederally funded research
14292,24,465,within 180 days of the date of this order the director of ostp in coordination with the director of the office of management and budget the apnsa the assistant to for domestic policy and the heads of other relevant agencies shall develop and implement a strategy to govern limit and track dangerous gainoffunction research across the united states that occurs without federal funding and other lifescience research that could cause significant societal consequences
14292,25,149,this strategy shall include actions to achieve comprehensive scalable and verifiable nucleic acid synthesis screening in nonfederally funded settings
14292,26,216,any gaps in authorities necessary to achieve the goals of this strategy shall be addressed in a legislative proposal to be sent to  through the director of ostp and the apnsa within 180 days of the date of this order
14292,27,85,increase accountability and public transparency of dangerous gain offunction research
14292,28,400,the director of ostp in coordination with the apnsa and the heads of relevant agencies shall ensure that the revised policy called for in section 4a of this order includes a mechanism whereby research institutions that receive federal funding must report dangerous gainoffunc tion research and to the maximum extent permitted by law include research that is supported by nonfederal funding mechanisms
14292,29,384,the reporting mecha nism shall provide a publicly available source of information about research programs and awards identified pursuant to this section including where permitted by law those that have been stopped or suspended pursuant to sections 3a and 3b of this order and all future programs and awards that are covered by the updated policy developed in section 4a of this order
14292,30,156,this reporting shall be conducted in a way that does not compromise national security or legitimate intellectual property interests of subject institu tions
14292,31,24,future enforcement terms
14292,32,496,the secretary of health and human services and the heads of other relevant agencies shall consistent with existing laws and regulations include in every lifescience research contract or grant award a a term requiring the contractual counterparty or grant recipient to agree that its compliance in all respects with the terms of this order and any applicable regulations promulgated by the contracting or grantoffering agency is material to the governments payment decisions for purposes of 31 usc
14292,33,1063,3729b4 b a term requiring such counterparty or recipient to certify that it does not operate participate in or fund any dangerous gainoffunction research or other lifescience research in foreign countries that could cause significant societal consequences or generate unnecessary national security risks and that does not comply with this order and the policies ordered herein c a term stating that a violation of the terms of this order or any applicable regulations promulgated by the contracting or grantoffering agency by any grant recipient may be considered a violation of such term by the recipients employer or institution and d a term stating that any grant recipient employer or institution found to be in violation of the terms of this order or any applicable regulations promulgated by the contracting or grantmaking agency may be subject to immediate revocation of ongoing federal funding and up to a 5year period of ineligibility for federal lifesciences grant funds offered by the department of health and human services and other relevant agencies
14292,34,11,definitions
14292,35,224,for the purposes of this order dangerous gainoffunction research means scientific research on an infectious agent or toxin with the potential to cause disease by enhancing its pathogenicity or increasing its transmissibility
14292,36,852,covered research activities are those that could result in significant societal consequences and that seek or achieve one or more of the following outcomes a enhancing the harmful consequences of the agent or toxin b disrupting beneficial immunological response or the effectiveness of an immunization against the agent or toxin c conferring to the agent or toxin resistance to clinically or agriculturally useful prophylactic or therapeutic interventions against that agent or toxin or facilitating their ability to evade detection methodologies d increasing the stability transmissibility or the ability to disseminate the agent or toxin e altering the host range or tropism of the agent or toxin f enhancing the susceptibility of a human host population to the agent or toxin or g generating or reconstituting an eradicated or extinct agent or toxin
14292,37,18,general provisions
14292,38,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14292,39,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14292,40,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14292,41,119,d the department of health and human services shall provide funding for this orders publication in the federal register
14293,1,81,regulatory relief to promote domestic production of critical medicines  section 1
14293,2,7,purpose
14293,3,195,during my first term my administration took unprece dented action to improve the wellbeing of the american people by restoring capacity for domestic production of critical pharmaceutical products
14293,4,625,nota bly in executive order 13944 of august 6 2020 combating public health emergencies and strengthening national security by ensuring essential medicines medical countermeasures and critical inputs are made in the united states i directed each executive department and agency involved in the procurement of essential medicines medical countermeasures and critical inputs to take a variety of actions to increase their domestic procure ment of essential medicines medical countermeasures and critical inputs as defined in section 7 of that order and to identify vulnerabilities in our nations supply chains for these products
14293,5,77,unfortunately the prior ad ministration did too little to advance these goals
14293,6,149,critical barriers and infor mation gaps persist in establishing a domestic resilient and affordable pharmaceutical supply chain for american patients
14293,7,130,one key area of concern is the length of time it takes to build pharmaceutical manufacturing facilities in the united states today
14293,8,257,new construction must navigate myriad federal state and local requirements ranging from building standards and zoning restrictions to environmental protocols that together diminish the certainty needed to generate investment for large manufacturing projects
14293,9,229,for pharmaceutical manufacturing these barriers are heightened by unannounced inspections of domestic manufacturers by the food and drug administration fda which are more frequent than such inspections at international facilities
14293,10,200,industry estimates suggest that building new manu facturing capacity for pharmaceuticals and critical inputs may take as long as 5 to 10 years which is unacceptable from a national security standpoint
14293,11,285,even expanding existing capacity or modifying existing production lines to produce new or different products requires extensive permitting and regulatory approval making it more difficult to repurpose existing underuti lized pharmaceutical manufacturing capacity available domestically
14293,12,132,it is in the best interest of the nation to eliminate regulatory barriers to the domestic production of the medicines americans need
14293,13,161,my administra tion will work to make the united states the most competitive nation in the world for the manufacture of safe and effective pharmaceutical products
14293,14,6,policy
14293,15,209,it is the policy of the united states that the regulation of manufacturing pharmaceutical products and inputs be streamlined to facilitate the restoration of a robust domestic pharmaceutical manufacturing base
14293,16,96,streamlining review of domestic pharmaceutical manufacturing by the food and drug administration
14293,17,526,within 180 days of the date of this order the secretary of health and human services through the commis sioner of food and drugs fda commissioner shall review existing regula tions and guidance that pertain to the development of domestic pharma ceutical manufacturing and shall take steps to eliminate any duplicative or unnecessary requirements in such regulations and guidance maximize the timeliness and predictability of agency review and streamline and accel erate the development of domestic pharmaceutical manufacturing
14293,18,345,the fda commissioners review shall encompass all regulations and guidance that apply to the inspection and approval of new and expanded manufacturing capacity emerging technologies that enable the manufacturing of pharma ceutical products active pharmaceutical ingredients key starting materials and associated raw materials in the united states
14293,19,682,the fda commissioner shall a evaluate the current riskbased approach to prior approval of licensure inspections including when such inspections are necessary and seek to improve upon this approach to ensure all required inspections are prompt efficient and limited to what is necessary to ensure compliance with the federal food drug and cosmetic act and other federal law b identify and undertake measures necessary to expand as practicable existing programs that provide early technical advice before a facility is operational c identify and undertake measures necessary to improve enforcement of data reporting under section 510j3 of the federal food drug and cosmetic act 21 usc
14293,20,481,360j3 including consideration of publicly dis playing the list of facilities including foreign facilities that are not in compliance d provide clearer guidance regarding the requirements or recommenda tions for site changes including moving production from a foreign to domes tic facility and validation of new or updated components necessary in manufacturing and e review and as appropriate seek to update any other relevant compli ance policies guidance documents and regulations
14293,21,56,enhancing inspection of foreign manufacturing facilities
14293,22,372,within 90 days of the date of this order the fda commissioner shall develop and advance improvements to the riskbased inspection regime that ensures routine reviews of overseas manufacturing facilities involved in the supply of united states medicines which shall be funded by increased fees on foreign manufacturing facilities to the extent consistent with applicable law
14293,23,192,additionally the fda commissioner shall publicly disclose the annual num ber of inspections that the fda conducts on such foreign facilities with specific detail by country and by manufacturer
14293,24,99,streamlining review of domestic pharmaceutical manufacturing by the environmental protection agency
14293,25,496,within 180 days of the date of this order the administrator of the environmental protection agency epa shall take action to update regulations and guidance that apply to the inspection and approval of new and expanded manufacturing capacity of pharmaceutical products active pharmaceutical ingredients key starting materials and asso ciated raw materials in the united states to eliminate any duplicative or unnecessary requirements and maximize the timeliness and predictability of agency review
14293,26,107,centralized coordination of environmental permits to expand domes tic pharmaceutical manufacturing capacity
14293,27,22,for purposes of 42 usc
14293,28,227,4336a the epa shall be the lead agency for the permitting of pharmaceutical manufacturing facilities that require preparation of an environmental impact statement pursuant to the national environmental policy act of 1969 42 usc
14293,29,57,4321 et seq unless that role is assumed by another agency
14293,30,112,the lead agency shall designate a single point of contact within the agency to coordinate with permit applicants
14293,31,230,the office of management and budget shall coordinate with the lead agency and with other relevant agencies and the federal permitting improvement steering committee as needed to expedite the review and approval of relevant permits
14293,32,105,streamlining review of domestic pharmaceutical manufacturing by the united states army corps of engineers
14293,33,233,within 180 days of the date of this order the secretary of the army acting through the assistant secretary of the army for civil works shall review the nationwide permits issued under section 404 of the clean water act of 1972 33 usc
14293,34,78,1344 and section 10 of the rivers and harbors appropriation act of 1899 33 usc
14293,35,155,403 to determine whether an activityspecific nationwide permit is needed to facilitate the efficient permitting of pharmaceutical manufacturing facili ties
14293,36,18,general provisions
14293,37,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14293,38,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14293,39,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14293,40,121,d the department of health and human services shall provide funding for publication of this order in the federal register
14290,1,56,ending taxpayer subsidization of biased media  section 1
14290,2,7,purpose
14290,3,140,national public radio npr and the public broadcasting service pbs receive taxpayer funds through the corporation for public broadcasting cpb
14290,4,129,unlike in 1967 when the cpb was established today the media landscape is filled with abundant diverse and innovative news options
14290,5,150,government funding of news media in this environment is not only outdated and unnecessary but corrosive to the appearance of journalistic independence
14290,6,179,at the very least americans have the right to expect that if their tax dollars fund public broadcasting at all they fund only fair accurate unbi ased and nonpartisan news coverage
14290,7,152,no media outlet has a constitutional right to taxpayer subsidies and the government is entitled to determine which categories of activities to subsidize
14290,8,141,the cpbs governing statute re flects principles of impartiality the cpb may not contribute to or otherwise support any political party 47 usc
14290,9,17,396f3 see also id
14290,10,5,396e2
14290,11,82,the cpb fails to abide by these principles to the extent it subsidizes npr and pbs
14290,12,52,which viewpoints npr and pbs promote does not matter
14290,13,126,what does matter is that neither entity presents a fair accurate or unbiased portrayal of current events to taxpaying citizens
14290,14,150,i therefore instruct the cpb board of directors cpb board and all executive departments and agencies agencies to cease federal funding for npr and pbs
14290,15,55,instructions to the corporation for public broadcasting
14290,16,181,a the cpb board shall cease direct funding to npr and pbs consistent with my administrations policy to ensure that federal funding does not support biased and partisan news coverage
14290,17,131,the cpb board shall cancel existing direct funding to the maximum extent allowed by law and shall decline to provide future funding
14290,18,237,b the cpb board shall cease indirect funding to npr and pbs including by ensuring that licensees and permittees of public radio and television stations as well as any other recipients of cpb funds do not use federal funds for npr and pbs
14290,19,306,to effectuate this directive the cpb board shall before june 30 2025 revise the 2025 television community service grants general provisions and eligibility criteria and the 2025 radio community service grants general provisions and eligibility criteria to prohibit direct or indirect funding of npr and pbs
14290,20,342,to the extent permitted by the 2024 television community service grants general provisions and eligibility cri teria the 2024 radio community service grants general provisions and eligibility criteria and applicable law the cpb board shall also prohibit parties subject to these provisions from funding npr or pbs after the date of this order
14290,21,123,in addition the cpb board shall take all other necessary steps to minimize or eliminate its indirect funding of npr and pbs
14290,22,30,instructions to other agencies
14290,23,155,a the heads of all agencies shall identify and terminate to the maximum extent consistent with applicable law any direct or indirect funding of npr and pbs
14290,24,293,b after taking the actions specified in subsection a of this section the heads of all agencies shall identify any remaining grants contracts or other funding instruments entered into with npr or pbs and shall deter mine whether npr and pbs are in compliance with the terms of those instruments
14290,25,138,in the event of a finding of noncompliance the head of the relevant agency shall take appropriate steps under the terms of the instru ment
14290,26,264,c the secretary of health and human services shall determine whether the public broadcasting service and national public radio or any successor organization are complying with the statutory mandate that no person shall be subjected to discrimination in employment 
